0,"CENTENARY METH CH (DUBLIN, GA)",32.5329006,-82.9095191
1,"FOREST PARK, N Y C",40.7000227,-73.8566087
2,"ST LOUIS OF THE FRENCH, CHURCH OF (MOSCOW, USSR)",55.7627575,37.630914
3,"Tahoe City (Calif)",39.1677134,-120.1451812
4,"La Porte (Tex)",29.6657838,-95.0193728
5,"Astoria (Queens, NY)",40.7643574,-73.92346189999999
6,"FELLOWSHIP CHURCH (PHILADELPHIA, PA)",39.9525839,-75.1652215
7,"BALDWIN",null,null
8,"SANTO ANDRE (BRAZIL)",-23.6788863,-46.536706
9,"Healdsburg (Calif)",38.6104658,-122.8691609
10,"PHILIPSE MANOR HALL (YONKERS, NY)",40.9356751,-73.8994713
11,"MUSEUM, CHARLESTON (S C)",32.7764749,-79.93105120000001
12,"KANDIA (INDIA)",22.3538223,76.2305308
13,"ST FRANCIS XAVIER, CH OF (BRONX)",40.8447819,-73.8648268
14,"BARNARD HALL",null,null
15,"GREAT NECK ESTATES, NY",40.7870459,-73.73679829999999
16,"Artesia (NM)",32.8423345,-104.4032962
17,"SHORES AT LAKE POINTE (MIDDLE ISLAND, NY)",40.8785039,-72.9307072
18,"SNIFFEN COURT (NYC)",40.7472941,-73.977815
19,"LOUIS CREEK (BRITISH COLUMBIA)",51.138241,-120.122278
20,"NEW REPUBLIC (PUB)",null,null
21,"HARMONY",null,null
22,"WEST END PRESB",37.6069444,-77.5713889
23,"ESPIONAGE",null,null
24,"ST PIERRE-MIQUELON ISLANDS",46.8852,-56.3159
25,"MORRIS (NJ)",40.8336038,-74.54632819999999
26,"Mashomack Preserve (Shelter Island, Ny)",41.056227,-72.2945732
27,"Annadale (Staten Island, NY)",40.5319911,-74.17390569999999
28,"MACAPA (BRAZIL)",0.04052170000000001,-51.0560957
29,"Richmond Hill (Ga)",31.9382652,-81.3034433
30,"ST IVES, CORNWALL, ENGLAND",50.20838579999999,-5.490886400000001
31,"HICKORY RUN PK",41.0246709,-75.7094924
32,"NARYN RIVER",41.03035903958165,71.94006783872133
33,"GERMISTON (SOUTH AFRICA)",-26.2258734,28.1707794
34,"FOOT AUTHORITY (STORE)",null,null
35,"YUGOSLAVIA-GERMANY",51.165691,10.451526
36,"SACKETT LAKE, N. Y.",41.6247053,-74.7410222
37,"NORTHGATE (BURLINGTON, VT)",44.5192742,-73.2644345
38,"SUKHOTHAI (THAILAND)",17.0076429,99.8264435
39,"LOS ANGELES COUNTY SANITATION DISTRICT NO 2",34.033027,-118.022095
40,"ALTON (NH)",43.4543228,-71.2189721
41,"W 15 ST, 206",null,null
42,"QUEENS VILLAGE (NYC)",40.7282239,-73.7948516
43,"Little Ferry (New Jersey)",40.8528777,-74.0420848
44,"DAVIS (CA)",38.5449065,-121.7405167
45,"KAN CITY",39.11553139999999,-94.62678729999999
46,"TOMPKINS COUNTY, NY",42.4575747,-76.5488232
47,"PITTSBURGH DIST",40.4533829,-79.9806656
48,"Roseville (Michigan)",42.4972583,-82.9371409
49,"Fresno (California)",36.7377981,-119.7871247
50,"BAN SAI YOK (THAILAND)",14.4758474,98.8526851
51,"CANTERBURY GREEN (STAMFORD, CONN)",41.05506510000001,-73.5348892
52,"BEDFORD PARK BLVD, BRONX",40.8700618,-73.8853702
53,"HOLY TRINITY R C CH, HACKENSACK, N J",40.8936431,-74.04089069999999
54,"LAKELAND (NY)",43.0903447,-76.240483
55,"PARKER TOWERS (QUEENS, NY)",40.7236045,-73.8503577
56,"ASCENSION, CH OF, MT VERNON, N Y",40.9125992,-73.8370786
57,"VENDA (SOUTH AFRICAN TRIBAL HOMELAND)",-30.559482,22.937506
58,"Gaspe Peninsula (Quebec)",48.6666667,-65.83333329999999
59,"OAKDALE, L I",40.7439872,-73.13872420000001
60,"Brackley (England)",52.027411,-1.143152
61,"LIBERTY (MO)",39.2461138,-94.4191177
62,"RICHMOND, CALIF.",37.9357576,-122.3477486
63,"CRAWFORD AND BALCARRES, EARL OF",null,null
64,"RENO (NOV)",39.529919,-119.8142691
65,"EL MONTE (CALIF)",34.0686206,-118.0275667
66,"WHITE RIVER NATIONAL WILDLIFE REFUGE (ARKANSAS)",34.3574794,-91.1210937
67,"West Caldwell (NJ)",40.8409329,-74.3018154
68,"LYNNFIELD (MASS)",42.53869,-71.0465638
69,"FORT JACKSON",null,null
70,"Yuba County (Calif)",39.2547027,-121.3998995
71,"CUBA-CANADA",21.521757,-77.781167
72,"MORVEN (EXECUTIVE MANSION, PRINCETON, NJ)",40.3477392,-74.6671969
73,"Cullman (Ala.)",34.1748208,-86.8436124
74,"ALBANO TERME (ITALY)",45.3607303,11.7819537
75,"LOGAN INTERNATL (BOSTON)",42.3656132,-71.0095602
76,"MUIR KING'S CANYON NATL PK",36.8878548,-118.5551477
77,"PENN'S LANDING (PHILA, PA)",39.9468286,-75.14067399999999
78,"BRETTON WOODS",44.2582949,-71.44332949999999
79,"CALVARY CEMETERY (NYC)",40.7351807,-73.9172189
80,"HAMILTON FISH PARK",40.7196552,-73.980795
81,"FRENCH CREEK, PA",41.65916027113225,-79.99738379460462
82,"HAWTHORNE",33.9164032,-118.3525748
83,"Wind River Reservation (Wyoming)",43.2832906,-108.8340103
84,"SAINT-GAUDENS NATIONAL HISTORIC SITE (NH)",43.49917920000001,-72.37454869999999
85,"LYNWOOD (CALIF)",33.930293,-118.2114603
86,"LILLIAN (ALA)",30.4142478,-87.4360804
87,"AGUA CALIENTE RACE TRACK (MEXICO)",32.506736,-116.9955561
88,"EAST HEMPSTEAD, LONG ISLAND",40.7062128,-73.6187397
89,"Edna",null,null
90,"HEMPSTEAD PARK (NY)",40.7062128,-73.6187397
91,"TANKLEFF, ARLENE",null,null
92,"Sichuan Province",30.6508899,104.07572
93,"DARLINGTON, ENG",54.52361,-1.559458
94,"GLEN RIDGE",40.805378,-74.20375659999999
95,"LINARES",38.09690980000001,-3.6369803
96,"FLATIRON BLDG",40.7410605,-73.9896986
97,"BURLINGTON PIKE",39.0273485,-84.7315212
98,"PORT GEORGE",45.003004,-65.15948999999999
99,"ST GEORGE'S P E CHURCH, NEWBURGH, N Y",41.50325,-74.0097291
100,"NORTH BETHESDA (MD)",39.0445535,-77.11886779999999
101,"CHRONICLE (TIMES COLUMN)",42.7491756,-95.5514307
102,"LOUDOUN COUNTY (VA)",39.076767,-77.6536125
103,"NOVA VES (CZECH REPUBLIC)",50.2192239,14.5356388
104,"FLOSSMOOR (ILL)",41.5428123,-87.6847684
105,"PINNACLE, MT, KY",34.8362352,-92.4705877
106,"PUNJAB STATE)",31.1471305,75.34121789999999
107,"HORNELLSVILLE, N Y",42.3284854,-77.7108686
108,"DAUTMERGEN CAMP",48.24242270000001,8.741767
109,"181ST ST. RINK",40.8503055,-73.9361412
110,"TINIAN IS",15.0043455,145.6356577
111,"BOGATA, COLOMBIA",4.710988599999999,-74.072092
112,"SAN JUAN (TEX)",26.1892409,-98.15528719999999
